listing_id,price_egp,area_value,bedrooms,bathrooms,property_type,category,furnished,completion_status,payment_method,city,district,subdistrict,lat,lon,listing_level,images_count,price_per_sqm,total_rooms,location_popularity,investment_score,log_price,is_premium_listing,data_completeness
EGY101018,3000.0,41.3,0,1,Studio,For Rent,Semi-Furnished,Ready to Move,Cash or Installments,North Coast,Alamein,Alamein Zone 2,31.094633,28.27217,Standard,2,72.64,1,0.047,4.44,8.006700845440367,0,1.0
EGY101019,6302000.0,193.9,3,4,Townhouse,For Sale,Furnished,Under Construction,Installments,New Cairo,Madinaty,Madinaty Zone 3,30.011662,31.492326,Premium,13,32501.29,7,0.195,7.91,15.65637775997913,1,1.0
EGY101020,3000.0,90.9,4,4,Apartment,For Rent,Semi-Furnished,Ready to Move,Installments,Dokki,Mesaha,Mesaha Zone 1,30.082017,31.213923,Standard,8,33.0,8,0.063,5.15,8.006700845440367,0,1.0
EGY101021,3249000.0,138.9,2,2,Apartment,For Sale,Furnished,Under Construction,Cash,Maadi,Sarayat,Sarayat Zone 3,29.981165,31.267678,Premium,7,23390.93,4,0.073,6.26,14.993858122438201,1,1.0
EGY101022,3431000.0,268.3,5,4,Villa,For Sale,Unfurnished,Ready to Move,Installments,North Coast,Sidi Abd El Rahman,Sidi Abd El Rahman Zone 1,31.053,28.316344,Standard,22,12787.92,9,0.047,4.72,15.04836261330076,0,1.0
EGY101023,4000.0,96.0,1,1,Apartment,For Rent,Furnished,Ready to Move,Installments,Ain Sokhna,Mountain View Sokhna,Mountain View Sokhna Zone 1,29.614385,32.36619,Standard,17,41.67,2,0.043,5.3,8.294299608857235,0,1.0
EGY101024,9000.0,314.3,5,5,Townhouse,For Rent,Semi-Furnished,Ready to Move,Cash or Installments,North Coast,Marina,Marina Zone 1,31.051087,28.278253,Featured,12,28.64,10,0.047,6.16,9.105090961257085,0,1.0
EGY101025,3066000.0,106.9,3,4,Chalet,For Sale,Unfurnished,Ready to Move,Cash,Heliopolis,Roxy,Roxy Zone 2,30.078039,31.342321,Featured,15,28681.01,7,0.071,5.22,14.935884664571704,0,1.0
EGY101026,8000.0,303.7,5,4,Villa,For Rent,Furnished,Ready to Move,Installments,Alexandria,Stanley,Stanley Zone 2,31.221925,29.960252,Standard,16,26.34,9,0.086,6.12,8.987321812850125,0,1.0
EGY101027,3000.0,41.2,0,1,Studio,For Rent,Semi-Furnished,Ready to Move,Installments,Alexandria,Stanley,Stanley Zone 2,31.171295,29.959461,Premium,2,72.82,1,0.086,6.95,8.006700845440367,1,1.0
EGY101028,4073000.0,141.7,4,5,Apartment,For Sale,Furnished,Ready to Move,Installments,Maadi,Laselky,Laselky Zone 3,29.967981,31.300261,Featured,16,28743.82,9,0.073,6.06,15.219890632149793,0,1.0
EGY101029,3000.0,260.4,3,3,Townhouse,For Rent,Unfurnished,Under Construction,Installments,Alexandria,Gleem,Gleem Zone 1,31.227695,29.881172,Featured,3,11.52,6,0.086,5.39,8.006700845440367,0,1.0
EGY101030,5000.0,183.3,3,3,Chalet,For Rent,Furnished,Under Construction,Installments,New Cairo,Rehab City,Rehab City Zone 1,30.017356,31.491377,Featured,23,27.28,6,0.195,8.22,8.517393171418904,0,1.0
EGY101031,2245000.0,153.0,2,2,Apartment,For Sale,Semi-Furnished,Ready to Move,Cash or Installments,6th October,Juhayna,Juhayna Zone 3,29.960564,30.912923,Featured,4,14673.2,4,0.1095,6.0,14.624216524592692,0,1.0
EGY101032,4844000.0,126.8,3,4,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Allegria,Allegria Zone 3,30.035658,30.929907,Featured,10,38201.89,7,0.0955,5.07,15.393251590096057,0,1.0
EGY101033,6265000.0,116.3,4,4,Apartment,For Sale,Furnished,Ready to Move,Cash or Installments,New Cairo,Rehab City,Rehab City Zone 2,30.01956,31.402424,Standard,7,53869.3,8,0.195,5.54,15.650489305929213,0,1.0
EGY101034,3206000.0,114.6,3,4,Apartment,For Sale,Semi-Furnished,Under Construction,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.036618,31.464939,Standard,2,27975.57,7,0.195,5.32,14.980534924066745,0,1.0
EGY101035,10814000.0,323.3,3,3,Townhouse,For Sale,Furnished,Under Construction,Cash,Dokki,Batal Ahmed Square,Batal Ahmed Square Zone 1,30.139527,31.232334,Featured,19,33448.81,6,0.063,5.31,16.196352241396802,0,1.0
EGY101036,3000.0,67.9,3,3,Apartment,For Rent,Unfurnished,Ready to Move,Cash or Installments,Maadi,Maadi Degla,Maadi Degla Zone 2,29.928454,31.230667,Premium,14,44.18,6,0.073,7.05,8.006700845440367,1,1.0
EGY101037,5000.0,277.1,4,3,Townhouse,For Rent,,Under Construction,Installments,Dokki,Mesaha,Mesaha Zone 3,30.083422,31.28114,Premium,16,18.04,7,0.063,6.51,8.517393171418904,1,0.88
EGY101038,16060000.0,211.8,3,4,Penthouse,For Sale,Unfurnished,Off Plan,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 2,30.038214,31.453903,Featured,4,75826.25,7,0.195,4.11,16.59184232874939,0,1.0
EGY101039,2962000.0,235.6,4,5,Duplex,For Sale,Furnished,Off Plan,Cash or Installments,Maadi,Laselky,Laselky Zone 2,29.944721,31.28594,Featured,10,12572.16,9,0.073,5.45,14.901375611419548,0,1.0
EGY101040,5000.0,203.1,2,2,Chalet,For Rent,Unfurnished,Ready to Move,Cash,Nasr City,Nasr City South,Nasr City South Zone 3,30.034616,31.300623,Featured,4,24.62,4,0.088,5.82,8.517393171418904,0,1.0
EGY101041,6977000.0,203.8,2,1,Penthouse,For Sale,Unfurnished,Off Plan,Installments,Giza,Agouza,Agouza Zone 1,29.998014,31.208415,Standard,24,34234.54,3,0.082,3.44,15.758129726249441,0,1.0
EGY101042,9895000.0,308.3,4,4,Townhouse,For Sale,Furnished,Ready to Move,Cash,Maadi,Maadi Degla,Maadi Degla Zone 1,29.943258,31.247637,Featured,3,32095.36,8,0.073,5.46,16.10754023807994,0,1.0
EGY101043,3000.0,118.0,1,2,Apartment,For Rent,Unfurnished,Under Construction,Installments,6th October,Dream Land,Dream Land Zone 1,29.976972,30.931075,Featured,4,25.42,3,0.1095,5.61,8.006700845440367,0,1.0
EGY101044,3000.0,100.2,2,2,Apartment,For Rent,Furnished,Ready to Move,Cash,Alexandria,Gleem,Gleem Zone 3,31.224886,29.947801,Standard,16,29.94,4,0.086,5.91,8.006700845440367,0,1.0
EGY101045,9000.0,309.8,5,5,Townhouse,For Rent,Unfurnished,Under Construction,Installments,6th October,Palm Hills,Palm Hills Zone 1,29.974057,30.913831,Standard,3,29.05,10,0.1095,4.87,9.105090961257085,0,1.0
EGY101046,755000.0,62.8,0,1,Studio,For Sale,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 2,30.047377,30.954309,Standard,5,12022.29,1,0.0955,4.46,13.534474352733596,0,1.0
EGY101047,5000.0,137.6,4,4,Apartment,For Rent,Unfurnished,Ready to Move,Installments,New Cairo,Madinaty,Madinaty Zone 3,30.001761,31.424996,Standard,22,36.34,8,0.195,7.02,8.517393171418904,0,1.0
EGY101048,864000.0,51.6,0,1,Studio,For Sale,Furnished,Ready to Move,Installments,Alexandria,Smouha,Smouha Zone 2,31.18426,29.942836,Standard,18,16744.19,1,0.086,5.34,13.66932920519293,0,1.0
EGY101049,7356000.0,226.0,4,4,Villa,For Sale,Unfurnished,Ready to Move,Installments,New Cairo,Rehab City,Rehab City Zone 3,30.001038,31.451481,Standard,15,32548.67,8,0.195,5.77,15.811027000649787,0,1.0
EGY101050,2002000.0,101.6,1,1,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Alexandria,Smouha,Smouha Zone 1,31.209644,29.962065,Standard,20,19704.72,2,0.086,4.66,14.509657738357678,0,1.0
EGY101051,911000.0,46.1,0,1,Studio,For Sale,Unfurnished,Ready to Move,Installments,Nasr City,Al Ahly,Al Ahly Zone 3,30.035518,31.353544,Featured,13,19761.39,1,0.088,5.4,13.722299273936335,0,1.0
EGY101052,3000.0,82.8,3,2,Apartment,For Rent,Unfurnished,Off Plan,Installments,North Coast,Hacienda Bay,Hacienda Bay Zone 3,31.053818,28.31661,Premium,3,36.23,5,0.047,5.39,8.006700845440367,1,1.0
EGY101053,7052000.0,300.7,3,4,Townhouse,For Sale,Unfurnished,Under Construction,Cash,Giza,Faisal,Faisal Zone 2,29.960103,31.21524,Standard,11,23451.95,7,0.082,3.94,15.768821964303632,0,1.0
EGY101054,3591000.0,155.8,2,1,Apartment,For Sale,Unfurnished,Under Construction,Cash or Installments,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 2,29.602635,32.286877,Standard,22,23048.78,3,0.043,3.65,15.093941551682144,0,1.0
EGY101055,5238000.0,279.1,5,6,Duplex,For Sale,Unfurnished,Ready to Move,Cash or Installments,Maadi,Maadi Degla,Maadi Degla Zone 3,29.942765,31.265471,Standard,23,18767.47,11,0.073,5.0,15.471450494962339,0,1.0
EGY101056,3000.0,128.9,4,4,Apartment,For Rent,Unfurnished,Ready to Move,Installments,Giza,Mohandeseen,Mohandeseen Zone 1,30.039367,31.235322,Standard,15,23.27,8,0.082,5.29,8.006700845440367,0,1.0
EGY101057,9251000.0,286.4,6,6,Villa,For Sale,Unfurnished,Ready to Move,Installments,Zamalek,Zamalek South,Zamalek South Zone 2,30.063878,31.172245,Standard,2,32300.98,12,0.047,3.55,16.04024231984987,0,1.0
EGY101058,3347000.0,114.2,1,1,Apartment,For Sale,Unfurnished,Ready to Move,Cash,Heliopolis,Almaza,Almaza Zone 2,30.108875,31.291127,Featured,11,29308.23,2,0.071,4.85,15.023575278968442,0,1.0
EGY101059,16000.0,332.0,3,3,Penthouse,For Rent,Unfurnished,Ready to Move,Installments,6th October,Zizinia,Zizinia Zone 3,29.974814,30.940946,Standard,11,48.19,6,0.1095,5.43,9.680406499268875,0,1.0
EGY101060,3000.0,168.9,4,3,Twin House,For Rent,Furnished,Under Construction,Cash,Alexandria,Stanley,Stanley Zone 3,31.227226,29.952707,Standard,5,17.76,7,0.086,5.2,8.006700845440367,0,1.0
EGY101061,7810000.0,348.4,3,3,Duplex,For Sale,Unfurnished,Under Construction,Cash,Ain Sokhna,Mountain View Sokhna,Mountain View Sokhna Zone 1,29.630925,32.347518,Standard,20,22416.76,6,0.043,3.73,15.870915649856833,0,1.0
EGY101062,4817000.0,147.1,2,1,Chalet,For Sale,Unfurnished,Off Plan,Installments,Giza,Haram,Haram Zone 2,29.989087,31.169948,Premium,2,32746.43,3,0.082,4.72,15.387662093210427,1,1.0
EGY101063,5979000.0,163.0,2,2,Chalet,For Sale,Unfurnished,Off Plan,Cash,Heliopolis,Roxy,Roxy Zone 2,30.057802,31.348624,Featured,22,36680.98,4,0.071,4.19,15.603764055115077,0,1.0
EGY101064,7156000.0,222.0,3,3,Duplex,For Sale,Unfurnished,Off Plan,Cash or Installments,Heliopolis,Roxy,Roxy Zone 2,30.084162,31.306719,Featured,21,32234.23,6,0.071,4.38,15.78346186335361,0,1.0
EGY101065,3429000.0,127.9,2,1,Apartment,For Sale,Unfurnished,Under Construction,Installments,Dokki,Dokki Center,Dokki Center Zone 2,30.057296,31.280043,Standard,3,26810.01,3,0.063,3.14,15.047779523075228,0,1.0
EGY101066,3318000.0,93.2,3,3,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 2,30.061581,30.978648,Premium,10,35600.86,6,0.0955,6.11,15.014873051118858,1,1.0
EGY101067,3485000.0,130.0,1,1,Apartment,For Sale,Semi-Furnished,Off Plan,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 2,30.080487,31.425385,Standard,11,26807.69,2,0.195,5.01,15.063978889120767,0,1.0
EGY101068,20000.0,483.1,4,4,Villa,For Rent,Unfurnished,Ready to Move,Cash or Installments,Maadi,Old Maadi,Old Maadi Zone 3,29.969011,31.258565,Featured,23,41.4,8,0.073,6.45,9.90353755128617,0,1.0
EGY101069,2796000.0,112.9,2,3,Apartment,For Sale,Furnished,Off Plan,Installments,Maadi,Maadi Degla,Maadi Degla Zone 1,29.940898,31.265215,Featured,19,24765.28,5,0.073,5.22,14.843700739989565,0,1.0
EGY101070,12087000.0,327.7,5,6,Villa,For Sale,Furnished,Ready to Move,Installments,Maadi,Maadi Degla,Maadi Degla Zone 3,29.958992,31.256558,Premium,11,36884.35,11,0.073,6.72,16.307641135575107,1,1.0
EGY101071,7000.0,295.6,3,4,Townhouse,For Rent,Unfurnished,Ready to Move,Cash or Installments,Sheikh Zayed,Allegria,Allegria Zone 1,30.053332,30.907928,Standard,16,23.68,7,0.0955,5.46,8.853808274977197,0,1.0
EGY101072,16703000.0,402.2,6,7,Villa,For Sale,Semi-Furnished,Under Construction,Cash,New Cairo,Madinaty,Madinaty Zone 1,29.988816,31.492558,Featured,24,41529.09,13,0.195,6.92,16.631098961841566,0,1.0
EGY101073,1034000.0,88.5,3,4,Apartment,For Sale,Unfurnished,Under Construction,Installments,New Cairo,Madinaty,Madinaty Zone 3,30.012495,31.486503,Standard,2,11683.62,7,0.195,5.47,13.848946301168032,0,1.0
EGY101074,7000.0,252.3,3,3,Duplex,For Rent,Unfurnished,Off Plan,Cash or Installments,Ain Sokhna,Mountain View Sokhna,Mountain View Sokhna Zone 1,29.597862,32.354722,Premium,23,27.74,6,0.043,6.07,8.853808274977197,1,1.0
EGY101075,2313000.0,125.5,4,4,Apartment,For Sale,Unfurnished,Under Construction,Installments,Heliopolis,Korba,Korba Zone 3,30.099902,31.400087,Premium,5,18430.28,8,0.071,5.78,14.654056373552436,1,1.0
EGY101076,10897000.0,161.0,4,4,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Zamalek,Zamalek North,Zamalek North Zone 3,30.089996,31.240213,Featured,15,67683.23,8,0.047,3.74,16.203998171727395,0,1.0
EGY101077,5000.0,228.0,5,4,Townhouse,For Rent,Unfurnished,Ready to Move,Installments,6th October,Juhayna,Juhayna Zone 2,29.935519,30.921862,Premium,15,21.93,9,0.1095,7.69,8.517393171418904,1,1.0
EGY101078,5813000.0,291.5,5,5,Duplex,For Sale,Unfurnished,Ready to Move,Cash or Installments,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 3,30.083636,30.945397,Standard,9,19941.68,10,0.0955,4.73,15.575607518711685,0,1.0
EGY101079,4000.0,165.8,2,2,Chalet,For Rent,Furnished,Ready to Move,Cash,North Coast,Sidi Abd El Rahman,Sidi Abd El Rahman Zone 1,31.00804,28.342196,Standard,12,24.13,4,0.047,5.26,8.294299608857235,0,1.0
EGY101080,4996000.0,252.4,3,3,Duplex,For Sale,Unfurnished,Off Plan,Cash,Giza,Faisal,Faisal Zone 2,30.036862,31.178369,Standard,10,19793.98,6,0.082,3.52,15.424148350387714,0,1.0
EGY101081,7000.0,225.2,3,3,Twin House,For Rent,Unfurnished,Under Construction,Installments,New Cairo,Rehab City,Rehab City Zone 2,30.04044,31.429034,Standard,12,31.08,6,0.195,6.14,8.853808274977197,0,1.0
EGY101082,2343000.0,96.8,1,1,Apartment,For Sale,Unfurnished,Ready to Move,Cash or Installments,Heliopolis,Korba,Korba Zone 2,30.077516,31.353607,Standard,16,24204.55,2,0.071,4.18,14.666943144293086,0,1.0
EGY101083,1260000.0,54.8,0,1,Studio,For Sale,Semi-Furnished,Off Plan,Installments,Alexandria,Stanley,Stanley Zone 1,31.213365,29.902235,Standard,20,22992.7,1,0.086,3.97,14.04662307257814,0,1.0
EGY101084,2221000.0,60.8,0,1,Studio,For Sale,Unfurnished,Under Construction,Cash or Installments,North Coast,Marina,Marina Zone 3,31.096601,28.301194,Standard,11,36529.61,1,0.047,2.82,14.613468553124099,0,1.0
EGY101085,1513000.0,59.6,0,1,Studio,For Sale,Semi-Furnished,Under Construction,Cash or Installments,Heliopolis,Korba,Korba Zone 2,30.07327,31.334634,Standard,10,25385.91,1,0.071,3.8,14.229605653708807,0,1.0
EGY101086,8935000.0,222.3,4,3,Penthouse,For Sale,Unfurnished,Ready to Move,Installments,6th October,Palm Hills,Palm Hills Zone 3,29.979022,30.942222,Premium,8,40193.43,7,0.1095,6.13,16.005486818495076,1,1.0
EGY101087,6446000.0,256.9,3,4,Villa,For Sale,Furnished,Ready to Move,Cash,New Cairo,Madinaty,Madinaty Zone 1,30.035728,31.473214,Featured,18,25091.48,7,0.195,7.77,15.678970496492475,0,1.0
EGY101088,6285000.0,173.7,1,1,Apartment,For Sale,Furnished,Under Construction,Installments,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 2,29.620315,32.37973,Standard,22,36183.07,2,0.043,3.9,15.653676559115462,0,1.0
EGY101089,6282000.0,142.6,4,4,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 1,29.998572,30.921922,Standard,23,44053.3,8,0.0955,4.39,15.65319911826569,0,1.0
EGY101090,11507000.0,231.4,4,4,Penthouse,For Sale,Unfurnished,Ready to Move,Installments,North Coast,Sidi Abd El Rahman,Sidi Abd El Rahman Zone 2,31.067413,28.326417,Standard,7,49727.74,8,0.047,3.02,16.258466190709214,0,1.0
EGY101091,4565000.0,174.0,2,2,Chalet,For Sale,Furnished,Ready to Move,Installments,6th October,Dream Land,Dream Land Zone 3,29.936514,30.901187,Standard,3,26235.63,4,0.1095,4.96,15.333929291069232,0,1.0
EGY101092,1582000.0,100.5,2,3,Apartment,For Sale,Furnished,Off Plan,Cash,6th October,Juhayna,Juhayna Zone 1,29.912641,30.958916,Standard,3,15741.29,5,0.1095,4.43,14.274201059420788,0,1.0
EGY101093,4000.0,178.0,4,3,Duplex,For Rent,Unfurnished,Under Construction,Cash or Installments,Nasr City,Ard El Golf,Ard El Golf Zone 3,30.031495,31.338088,Featured,14,22.47,7,0.088,5.84,8.294299608857235,0,1.0
EGY101094,15265000.0,319.7,3,3,Villa,For Sale,Unfurnished,Under Construction,Installments,Sheikh Zayed,Allegria,Allegria Zone 1,30.045909,30.973772,Featured,19,47747.89,6,0.0955,4.6,16.54107324966045,0,1.0
EGY101095,4000.0,108.8,3,2,Apartment,For Rent,Furnished,Ready to Move,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 2,30.068632,31.412334,Featured,13,36.76,5,0.195,8.28,8.294299608857235,0,1.0
EGY101096,19000.0,394.6,3,4,Twin House,For Rent,Unfurnished,Off Plan,Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 2,30.049674,30.922895,Standard,4,48.15,7,0.0955,4.14,9.852246888342531,0,1.0
EGY101097,5000.0,143.4,3,2,Apartment,For Rent,Unfurnished,Ready to Move,Cash,Sheikh Zayed,Allegria,Allegria Zone 1,30.020827,31.008823,Standard,3,34.87,5,0.0955,4.93,8.517393171418904,0,1.0
EGY101098,4828000.0,336.5,6,6,Villa,For Sale,,Ready to Move,Cash or Installments,Giza,Agouza,Agouza Zone 3,29.995793,31.181247,Standard,17,14347.7,12,0.082,5.01,15.38994306832464,0,0.88
EGY101099,7000.0,246.0,5,5,Townhouse,For Rent,Unfurnished,Off Plan,Installments,Maadi,Old Maadi,Old Maadi Zone 3,29.94272,31.25552,Premium,2,28.46,10,0.073,5.9,8.853808274977197,1,1.0
EGY101100,4000.0,119.5,3,3,Apartment,For Rent,Semi-Furnished,Off Plan,Cash,New Cairo,Madinaty,Madinaty Zone 1,30.051683,31.475658,Standard,22,33.47,6,0.195,6.39,8.294299608857235,0,1.0
EGY101101,3587000.0,148.0,4,5,Apartment,For Sale,Furnished,Ready to Move,Cash or Installments,Ain Sokhna,Mountain View Sokhna,Mountain View Sokhna Zone 1,29.583143,32.364256,Featured,3,24236.49,9,0.043,5.35,15.09282703529888,0,1.0
EGY101102,3109000.0,130.4,2,2,Apartment,For Sale,Unfurnished,Ready to Move,Cash,Alexandria,Mandara,Mandara Zone 2,31.209772,29.945644,Featured,24,23842.02,4,0.086,5.75,14.94981201068767,0,1.0
EGY101103,3205000.0,74.6,3,4,Apartment,For Sale,Semi-Furnished,Off Plan,Cash,North Coast,Marina,Marina Zone 2,31.076652,28.357146,Premium,13,42962.47,7,0.047,4.84,14.980222960349339,1,1.0
EGY101104,905000.0,45.3,0,1,Studio,For Sale,Unfurnished,Ready to Move,Cash,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 3,29.571422,32.392754,Standard,21,19977.92,1,0.043,4.08,13.715691327653829,0,1.0
EGY101105,22646000.0,428.3,6,7,Villa,For Sale,Unfurnished,Ready to Move,Installments,New Cairo,5th Settlement,5th Settlement Zone 3,30.023889,31.44636,Standard,6,52874.15,13,0.195,5.04,16.93549383801403,0,1.0
EGY101106,15049000.0,241.2,2,2,Penthouse,For Sale,Unfurnished,Under Construction,Installments,Zamalek,Zamalek North,Zamalek North Zone 3,30.124132,31.212984,Featured,24,62392.21,4,0.047,3.6,16.52682216821845,0,1.0
EGY101107,3310000.0,166.5,3,3,Chalet,For Sale,Unfurnished,Under Construction,Installments,Giza,Agouza,Agouza Zone 2,30.012181,31.241805,Standard,16,19879.88,6,0.082,4.18,15.012459049468003,0,1.0
EGY101108,5605000.0,277.8,4,4,Townhouse,For Sale,Furnished,Off Plan,Installments,Dokki,Mesaha,Mesaha Zone 2,30.054619,31.233782,Premium,21,20176.39,8,0.063,6.43,15.539169792900513,1,1.0
EGY101109,14786000.0,276.9,6,5,Villa,For Sale,Unfurnished,Off Plan,Installments,New Cairo,5th Settlement,5th Settlement Zone 2,30.042188,31.466233,Featured,24,53398.34,11,0.195,5.67,16.509191412730722,0,1.0
EGY101110,5000.0,285.1,4,5,Twin House,For Rent,Unfurnished,Ready to Move,Cash,Giza,Agouza,Agouza Zone 1,30.004558,31.238435,Featured,20,17.54,9,0.082,6.51,8.517393171418904,0,1.0
EGY101111,21470000.0,455.6,4,5,Villa,For Sale,Unfurnished,Under Construction,Cash or Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.060104,30.992525,Featured,20,47124.67,9,0.0955,4.78,16.882167216431583,0,1.0
EGY101112,4304000.0,92.0,4,4,Apartment,For Sale,Semi-Furnished,Ready to Move,Installments,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.0245,30.951636,Premium,1,46782.61,8,0.0955,5.89,15.275055613165739,1,1.0
EGY101113,4769000.0,279.2,5,6,Twin House,For Sale,Unfurnished,Ready to Move,Installments,Nasr City,Nasr City North,Nasr City North Zone 2,30.104264,31.286597,Standard,8,17080.95,11,0.088,4.72,15.377647406967904,0,1.0
EGY101114,1888000.0,92.2,1,2,Apartment,For Sale,Furnished,Off Plan,Cash or Installments,6th October,Palm Hills,Palm Hills Zone 2,29.967381,30.938144,Standard,6,20477.22,3,0.1095,4.3,14.45102915534846,0,1.0
EGY101115,2920000.0,118.6,4,4,Apartment,For Sale,Semi-Furnished,Ready to Move,Installments,6th October,Palm Hills,Palm Hills Zone 3,29.948809,30.884262,Standard,15,24620.57,8,0.1095,5.24,14.887094516710158,0,1.0
EGY101116,3177000.0,101.5,1,1,Apartment,For Sale,Furnished,Ready to Move,Installments,New Cairo,Rehab City,Rehab City Zone 3,30.028846,31.459746,Standard,2,31300.49,2,0.195,5.81,14.971448228013958,0,1.0
EGY101117,7336000.0,,4,4,Townhouse,For Sale,Unfurnished,Under Construction,Cash or Installments,Alexandria,Mandara,Mandara Zone 1,31.158932,29.929544,Featured,1,,8,0.086,4.71,15.808304429232496,0,0.88
EGY101118,4000.0,114.5,4,5,Apartment,For Rent,Furnished,Under Construction,Cash or Installments,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 3,30.031602,30.949833,Standard,15,34.93,9,0.0955,5.76,8.294299608857235,0,1.0
EGY101119,3000.0,154.8,1,2,Apartment,For Rent,Semi-Furnished,Ready to Move,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 2,30.059051,31.466217,Standard,19,19.38,3,0.195,7.06,8.006700845440367,0,1.0
EGY101120,3000.0,229.0,4,4,Penthouse,For Rent,Unfurnished,Ready to Move,Cash,Alexandria,Stanley,Stanley Zone 3,31.230762,29.872916,Standard,8,13.1,8,0.086,5.1,8.006700845440367,0,1.0
EGY101121,4266000.0,97.6,4,4,Apartment,For Sale,Furnished,Ready to Move,Cash,North Coast,Marina,Marina Zone 3,31.014074,28.280397,Featured,7,43709.02,8,0.047,4.9,15.266187412425031,0,1.0
EGY101122,5000.0,240.1,3,4,Duplex,For Rent,Unfurnished,Off Plan,Installments,Alexandria,Smouha,Smouha Zone 2,31.229119,29.881802,Standard,13,20.82,7,0.086,4.33,8.517393171418904,0,1.0
EGY101123,2150000.0,113.7,1,2,Apartment,For Sale,Unfurnished,Under Construction,Installments,Giza,Haram,Haram Zone 2,30.041399,31.187142,Featured,22,18909.41,3,0.082,5.29,14.580978865220017,0,1.0
EGY101124,2253000.0,108.2,1,1,Apartment,For Sale,Furnished,Under Construction,Cash,6th October,Juhayna,Juhayna Zone 2,29.951538,30.895937,Premium,10,20822.55,2,0.1095,6.84,14.627773663266924,1,1.0
EGY101125,10000.0,245.0,2,2,Penthouse,For Rent,Furnished,Under Construction,Cash or Installments,Nasr City,Ard El Golf,Ard El Golf Zone 2,30.094666,31.327626,Standard,6,40.82,4,0.088,5.14,9.210440366976517,0,1.0
EGY101126,6249000.0,201.5,5,5,Villa,For Sale,Semi-Furnished,Ready to Move,Installments,New Cairo,Madinaty,Madinaty Zone 1,29.99595,31.484835,Standard,24,31012.41,10,0.195,6.57,15.64793216893681,0,1.0
EGY101127,4000.0,163.7,2,3,Apartment,For Rent,Unfurnished,Under Construction,Installments,Zamalek,Zamalek North,Zamalek North Zone 2,30.055691,31.201504,Standard,11,24.43,5,0.047,4.12,8.294299608857235,0,1.0
EGY101128,3000.0,46.3,0,1,Studio,For Rent,Unfurnished,Ready to Move,Cash,Zamalek,Gezira,Gezira Zone 1,30.053023,31.265318,Featured,21,64.79,1,0.047,5.75,8.006700845440367,0,1.0
EGY101129,9131000.0,318.1,5,5,Twin House,For Sale,Semi-Furnished,Ready to Move,Cash,Sheikh Zayed,Hyde Park,Hyde Park Zone 2,30.022665,30.932526,Standard,11,28704.81,10,0.0955,4.88,16.0271858851155,0,1.0
EGY101130,7000.0,224.2,5,4,Townhouse,For Rent,Furnished,Ready to Move,Installments,Dokki,Dokki Center,Dokki Center Zone 1,30.011689,31.194849,Standard,17,31.22,9,0.063,5.85,8.853808274977197,0,1.0
EGY101131,7220000.0,357.0,3,4,Twin House,For Sale,Unfurnished,Off Plan,Cash,Nasr City,Al Ahly,Al Ahly Zone 1,30.096707,31.370048,Premium,15,20224.09,7,0.088,5.8,15.792365649373155,1,1.0
EGY101132,4987000.0,121.0,1,1,Apartment,For Sale,Furnished,Under Construction,Installments,New Cairo,Rehab City,Rehab City Zone 1,29.9999,31.466699,Standard,22,41214.88,2,0.195,5.75,15.422345285049595,0,1.0
EGY101133,9016000.0,242.1,3,3,Penthouse,For Sale,Unfurnished,Ready to Move,Cash,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.02086,30.916133,Premium,24,37240.81,6,0.0955,6.55,16.014511445615675,1,1.0
EGY101134,3000.0,101.3,1,2,Apartment,For Rent,Semi-Furnished,Off Plan,Cash,Dokki,Mesaha,Mesaha Zone 1,30.015462,31.214215,Featured,6,29.62,3,0.063,4.97,8.006700845440367,0,1.0
EGY101135,5000.0,179.7,2,2,Penthouse,For Rent,Furnished,Under Construction,Installments,New Cairo,Madinaty,Madinaty Zone 1,30.001626,31.470573,Featured,11,27.82,4,0.195,7.72,8.517393171418904,0,1.0
EGY101136,2863000.0,149.1,4,4,Apartment,For Sale,Furnished,Off Plan,Cash,Alexandria,Mandara,Mandara Zone 3,31.139918,29.921778,Featured,11,19201.88,8,0.086,5.41,14.867380933364158,0,1.0
